earlier than;LogicalConnectors
finds good;EconomicOperands
doing;FunctionWords
Result;EconomicOperands
conclude proceedings;EconomicOperands
approved;EconomicOperands
begin;EconomicOperands
Publication;EconomicOperands
together with;LogicalConnectors
send;EconomicOperands
fails;EconomicOperands
setting;EconomicOperands
forth;FunctionWords
procedural;EconomicOperands
promulgated;RegulatoryOperators
republication;EconomicOperands
solicitation;EconomicOperands
filing date;EconomicOperands
unusually lengthy;EconomicOperands
raises novel;EconomicOperands
inform;EconomicOperands
21 days;Attributes
Section 19b1;LegalReferences
Section 19b3;LegalReferences
amending;Other
second;LogicalConnectors
sentence;Other
read;Other
At;FunctionWords
summarily;EconomicOperands
temporarily;Attributes
suspend;EconomicOperands
appears;Other
furtherance;EconomicOperands
takes;FunctionWords
paragraph 2B;LegalReferences
third;Attributes
Conforming;Other
suspension;EconomicOperands
changed;EconomicOperands
custody;EconomicOperands
responsible;EconomicOperands
subclause I;LegalReferences
SEC 917;<div class="ex4
subgroups;EconomicOperands
timing;EconomicOperands
content;Other
intermediaries;EconomicOperands
investment services;EconomicOperands
useful;EconomicOperands
understandable;EconomicOperands
need to;FunctionWords
informed;EconomicOperands
intermediary;EconomicOperands
product;EconomicOperands
shares;EconomicOperands
transparency;EconomicOperands
and conflicts of interests;EconomicOperands
involving;EconomicOperands
private;EconomicOperands
educate;EconomicOperands
Financial Literacy;EconomicOperands
Education;EconomicOperands
strategy;EconomicOperands
goals;EconomicOperands
bring;EconomicOperands
positive;EconomicOperands
behavior;EconomicOperands
2 years;Attributes
SEC 918;<div class="ex4
mutual;EconomicOperands
advertising;EconomicOperands
advertisements;EconomicOperands
marketing;EconomicOperands
past;FunctionWords
merged;EconomicOperands
incubator;EconomicOperands
investor protections;EconomicOperands
SEC 919;<div class="ex4
Disclosures;EconomicOperands
designating documents;EconomicOperands
efficiency;EconomicOperands
formation;EconomicOperands
Form;EconomicOperands
contents;Other
concise;EconomicOperands
and risks;EconomicOperands
incentive;EconomicOperands
SEC 919A;<div class="ex4
exist;EconomicOperands
staffs;EconomicOperands
fixed;EconomicOperands
in light of;FunctionWords
conflicts;EconomicOperands
misconduct;EconomicOperands
firms;EconomicOperands
Global Analyst Research Settlements;EconomicOperands
2003;Attributes
known;Other
Global;EconomicOperands
Settlement;EconomicOperands
firewalls;EconomicOperands
dedicated legal;EconomicOperands
budget;EconomicOperands
physical;EconomicOperands
separation;EconomicOperands
evaluations;EconomicOperands
codified;EconomicOperands
permanently;Attributes
adopt;EconomicOperands
applying;EconomicOperands
possible;Attributes
adverse;EconomicOperands
enhance;EconomicOperands
securities markets;EconomicOperands
attorneys;EconomicOperands
officials;EconomicOperands
Financial Industry Regulatory Authority;EconomicOperands
Regulation;EconomicOperands
advocates;EconomicOperands
SEC 919B;<div class="ex4
improved;EconomicOperands
ways;EconomicOperands
disciplinary;EconomicOperands
judicial;EconomicOperands
previously;LogicalConnectors
Central Registration Depository;EconomicOperands
Investment Adviser;EconomicOperands
Registration;EconomicOperands
Depository;EconomicOperands
advantages and disadvantages;EconomicOperands
centralizing;EconomicOperands
pertinent;EconomicOperands
method;EconomicOperands
displaying;EconomicOperands
enhance accessibility;EconomicOperands
Implementation;EconomicOperands
SEC 919C;<div class="ex4
hold;EconomicOperands
themselves;FunctionWords
misleading;EconomicOperands
titles;Other
structure;EconomicOperands
role of;EconomicOperands
retirement;EconomicOperands
and risk management;EconomicOperands
professional standards;EconomicOperands
professional;EconomicOperands
effectively;Other
execute;EconomicOperands
Recommendations;RegulatoryOperators
needed;EconomicOperands
determinations;Other
SEC 919D Ombudsman;<div class="ex4
Section 4g;<div class="ex5
section 914;LegalReferences
8 Ombudsman;<div class="ex6
Appointment;EconomicOperands
appoint;EconomicOperands
questions;EconomicOperands
safeguards;EconomicOperands
communications;EconomicOperands
semiannual;Attributes
describes;Other
evaluates;RegulatoryOperators
Inspector;EconomicOperands
paragraph 6;LegalReferences
remedies;EconomicOperands
SEC 921;<div class="ex4
clients;EconomicOperands
municipal;EconomicOperands
dispute;EconomicOperands
them;FunctionWords
thereunder;FunctionWords
prohibition;RegulatoryOperators
imposition;EconomicOperands
Investment Advisers Act of 1940;LegalReferences
Section 205;LegalReferences
SEC 922;<div class="ex4
Whistleblower;EconomicOperands
The Securities Exchange Act of 1934 15 USC 78a et seq;LegalReferences
SEC 21F;<div class="ex4
whistleblower;EconomicOperands
incentives;EconomicOperands
Covered judicial or administrative action;EconomicOperands
covered judicial or administrative action;EconomicOperands
brought;EconomicOperands
monetary sanctions;EconomicOperands
$1000000;Attributes
Original information;EconomicOperands
original information;EconomicOperands
knowledge;EconomicOperands
exclusively;FunctionWords
allegation;EconomicOperands
governmental;EconomicOperands
audit;EconomicOperands
investigation;EconomicOperands
news;EconomicOperands
media;EconomicOperands
Monetary sanctions;EconomicOperands
monies;EconomicOperands
penalties;EconomicOperands
disgorgement;EconomicOperands
ordered;EconomicOperands
section 308b;LegalReferences
the Sarbanes-Oxley Act of 2002 15 USC 7246b;LegalReferences
Related action;EconomicOperands
related action;EconomicOperands
subclauses I through IV;LegalReferences
based upon;EconomicOperands
successful;EconomicOperands
Awards;EconomicOperands
award;EconomicOperands
awards;EconomicOperands
whistleblowers;EconomicOperands
voluntarily;EconomicOperands
10 percent;Attributes
total;Attributes
related actions;EconomicOperands
30 percent;Attributes
denial;EconomicOperands
Discretion;EconomicOperands
Criteria;EconomicOperands
success;EconomicOperands
programmatic;EconomicOperands
deterring;EconomicOperands
balance;EconomicOperands
Denial;EconomicOperands
Department of Justice;EconomicOperands
convicted;EconomicOperands
criminal;EconomicOperands
gains;EconomicOperands
financial statements;EconomicOperands
whom;FunctionWords
section 10A;LegalReferences
Representation;EconomicOperands
Permitted;RegulatoryOperators
representation;EconomicOperands
makes;FunctionWords
claim;EconomicOperands
represented;EconomicOperands
anonymously;EconomicOperands
identity;EconomicOperands
Prior;EconomicOperands
Appeals;EconomicOperands
appealed;EconomicOperands
court of appeals;EconomicOperands
section 706;LegalReferences
appropriation;EconomicOperands
limitation;EconomicOperands
A paying;<div class="ex7
funding;EconomicOperands
section 4i;LegalReferences
Deposits;EconomicOperands
credits;EconomicOperands
credited;EconomicOperands
section 308;LegalReferences
the Sarbanes-Oxley Act of 2002 15 USC 7246;LegalReferences
victims;EconomicOperands
underlying;EconomicOperands
exceeds;LogicalConnectors
investments;EconomicOperands
unsatisfied portion;EconomicOperands
Investments;EconomicOperands
Amounts;EconomicOperands
invested;EconomicOperands
invest;EconomicOperands
Eligible;EconomicOperands
guaranteed;EconomicOperands
maturities suitable;EconomicOperands
record;EconomicOperands
Interest;EconomicOperands
proceeds credited;EconomicOperands
proceeds;EconomicOperands
redemption;EconomicOperands
October 30;Attributes
award program;EconomicOperands
types;EconomicOperands
cases;FunctionWords
set;Other
audited financial statements;EconomicOperands
balance sheet;EconomicOperands
cash;EconomicOperands
flow;EconomicOperands
Protection;EconomicOperands
Prohibition;RegulatoryOperators
retaliation;EconomicOperands
employer;EconomicOperands
discharge;EconomicOperands
demote;EconomicOperands
harass;EconomicOperands
discriminate;EconomicOperands
employment;EconomicOperands
lawful;EconomicOperands
done;EconomicOperands
initiating;EconomicOperands
protected;EconomicOperands
the Sarbanes-Oxley Act of 2002 15 USC 7201 et seq;LegalReferences
section 1513e;LegalReferences
title 18;LegalReferences
Cause;EconomicOperands
alleges discharge;EconomicOperands
discrimination;EconomicOperands
relief;EconomicOperands
attendance;EconomicOperands
witness;EconomicOperands
trial;EconomicOperands
Statute;Other
6 years;Attributes
occurred;EconomicOperands
facts;EconomicOperands
right;EconomicOperands
Relief;EconomicOperands
individual prevailing;EconomicOperands
reinstatement;EconomicOperands
seniority status;EconomicOperands
had;FunctionWords
times;EconomicOperands
back pay;EconomicOperands
owed;EconomicOperands
litigation;EconomicOperands
expert witness;EconomicOperands
subparagraphs B and C;LegalReferences
reveal;EconomicOperands
section 552a;LegalReferences
defendant;EconomicOperands
respondent;EconomicOperands
proceeding instituted;EconomicOperands
Exempted;RegulatoryOperators
Attorney General;EconomicOperands
grand jury;EconomicOperands
witnesses;EconomicOperands
defendants;EconomicOperands
course;EconomicOperands
Availability;EconomicOperands
Without;FunctionWords
hands;EconomicOperands
accomplish;EconomicOperands
attorney general;EconomicOperands
VII;<div class="ex9
VIII;<div class="ex9
foreign law enforcement authority;EconomicOperands
subclauses I through VI;LegalReferences
Foreign;EconomicOperands
subclauses VII and VIII;LegalReferences
Rights;EconomicOperands
retained;EconomicOperands
diminish;EconomicOperands
collective bargaining agreement;EconomicOperands
Provision;EconomicOperands
false;EconomicOperands
knowingly;EconomicOperands
willfully;EconomicOperands
fictitious;EconomicOperands
fraudulent;EconomicOperands
document;EconomicOperands
knowing;EconomicOperands
contains;EconomicOperands
nationally recognized statistical rating organizations;EconomicOperands
section 3a;LegalReferences
E Jury;<div class="ex7
Private;EconomicOperands
nonenforceability;EconomicOperands
Nonenforceability;EconomicOperands
waiving;RegulatoryOperators
disputes;EconomicOperands
predispute arbitration agreement;EconomicOperands
Predispute arbitration agreements;EconomicOperands
valid;EconomicOperands
protections;EconomicOperands
and regulation;EconomicOperands
clearly;EconomicOperands
responding;EconomicOperands
applications;EconomicOperands
ii updating;<div class="ex8
maximum;Attributes
levels;EconomicOperands
forward;EconomicOperands
appeals;EconomicOperands
mechanism;EconomicOperands
protecting;EconomicOperands
already;Attributes
suit;EconomicOperands
committee;EconomicOperands
section 552b3;LegalReferences
Freedom of Information Act;LegalReferences
aids;EconomicOperands
SEC 923;<div class="ex4
Securities Act of 1933;EconomicOperands
Section 20d3A;LegalReferences
the Securities Act of 1933;LegalReferences
the Sarbanes-Oxley Act of 2002;LegalReferences
Investment Company Act of 1940;LegalReferences
Section 42e3A;LegalReferences
Section 209e3A;LegalReferences
Securities Exchange Act;LegalReferences
Section 21;LegalReferences
subsection d1;LegalReferences
subsections f and g;LegalReferences
respectively;FunctionWords
SEC 924;<div class="ex4
transition;EconomicOperands
Implementing;RegulatoryOperators
implementing;RegulatoryOperators
270 days;Attributes
because;LogicalConnectors
regardless of;LogicalConnectors
Administration;EconomicOperands
section 922a;LegalReferences
complaints;EconomicOperands
SEC 925;<div class="ex4
Collateral;EconomicOperands
bars;FunctionWords
Section 15b6A;LegalReferences
bar;FunctionWords
being;FunctionWords
municipal advisor;EconomicOperands
Section 203f;LegalReferences
SEC 926 Disqualifying felons;<div class="ex4
Regulation D;LegalReferences
offerings;EconomicOperands
Not;LogicalConnectors
disqualification;Other
title 17;LegalReferences
Code of Federal Regulations;LegalReferences
thereto;FunctionWords
2 disqualify;<div class="ex6
offering;EconomicOperands
like;LogicalConnectors
supervises;RegulatoryOperators
examines;EconomicOperands
banks;EconomicOperands
savings associations;EconomicOperands
credit unions;EconomicOperands
constitutes;EconomicOperands
prohibits;RegulatoryOperators
manipulative;EconomicOperands
deceptive;EconomicOperands
SEC 927 Equal;<div class="ex4
Section 29a;<div class="ex5
SEC 928;<div class="ex4
section 205;LegalReferences
advisers;EconomicOperands
Section 205a;<div class="ex5
section 203b;LegalReferences
mails;EconomicOperands
instrumentality;EconomicOperands
commerce;EconomicOperands
SEC 929;<div class="ex4
Unlawful;Attributes
Section 7c1A;<div class="ex5
SEC 929A;<div class="ex4
subsidiaries;EconomicOperands
publicly traded;EconomicOperands
Section 1514A;<div class="ex5
the Securities Exchange Act of 1934 15 USC 78od;LegalReferences
SEC 929B;<div class="ex4
Fair;EconomicOperands
Section 308;<div class="ex5
the Sarbanes-Oxley Act of 2002 15 USC 7246a;LegalReferences
Civil;EconomicOperands
civil;EconomicOperands
agrees;EconomicOperands
motion;EconomicOperands
SEC 929C;<div class="ex4
Section 4h;<div class="ex5
the Securities Investor Protection Act of 1970;LegalReferences
SEC 929D Lost;<div class="ex4
Section 17f1;<div class="ex5
reported;EconomicOperands
SEC 929E;<div class="ex4
subpoenas;EconomicOperands
Section 22a;<div class="ex5
the Securities Act of 1933 15 USC 77va;LegalReferences
judicial district;EconomicOperands
compel;EconomicOperands
tangible;EconomicOperands
Rule;EconomicOperands
Rules of;EconomicOperands
Procedure;EconomicOperands
Section 27;LegalReferences
the Securities Exchange Act of 1934 15 USC 78aa;LegalReferences
Section 44;LegalReferences
Section 214;LegalReferences
SEC 929F Formerly;<div class="ex4
Member;EconomicOperands
municipal securities rulemaking board;EconomicOperands
alleged;EconomicOperands
abuse;EconomicOperands
Person;EconomicOperands
Section 21a1;LegalReferences
Participant;EconomicOperands
Officer;EconomicOperands
director;EconomicOperands
Section 19h4;LegalReferences
Section 36a;LegalReferences
acts;LegalReferences
accounting;EconomicOperands
1 Sarbanes-Oxley;<div class="ex6
Section 2a9;LegalReferences
the Sarbanes-Oxley Act of 2002 15 USC 72019;LegalReferences
Investigative;EconomicOperands
sections 3c;LegalReferences
rules of the Board;EconomicOperands
excepted;RegulatoryOperators
section 105b;LegalReferences
proceeding;EconomicOperands
section 105c1;LegalReferences
section 105c4;LegalReferences
II non-cooperation;<div class="ex9
section 105b3;LegalReferences
demand;EconomicOperands
Section 105c6;LegalReferences
the Sarbanes-Oxley Act of 2002 15 USC 7215c6;LegalReferences
supervise;RegulatoryOperators
Section 107d3;LegalReferences
the Sarbanes-Oxley Act of 2002 15 USC 7217d3;LegalReferences
SEC 929G;<div class="ex4
hiring;EconomicOperands
Section 3114;LegalReferences
heading;Other
follows;FunctionWords
SEC 3114;<div class="ex4
candidates;EconomicOperands
positions;EconomicOperands
competitive;EconomicOperands
accountant;EconomicOperands
market structures;EconomicOperands
surveillance;EconomicOperands
information technology;EconomicOperands
section 3114;LegalReferences
Pay;EconomicOperands
section 3109;LegalReferences
sets;Other
SEC 929H;<div class="ex4
SIPC;EconomicOperands
Reforms;EconomicOperands
Section 9;LegalReferences
subsection a1;LegalReferences
standard maximum cash advance amount;EconomicOperands
Standard maximum cash advance amount;EconomicOperands
Inflation;EconomicOperands
adjustment;EconomicOperands
section 3e2;LegalReferences
Directors;EconomicOperands
inflation;EconomicOperands
A $250000 multiplied;<div class="ex7
Personal;EconomicOperands
Price;EconomicOperands
Index;EconomicOperands
index;EconomicOperands
Commerce;EconomicOperands
calendar year preceding;EconomicOperands
values;EconomicOperands
calculations;EconomicOperands
2 Rounding;<div class="ex6
multiple;EconomicOperands
rounded;EconomicOperands
down;FunctionWords
nearest;EconomicOperands
publish;EconomicOperands
stating;EconomicOperands
overall;LogicalConnectors
state;EconomicOperands
economic;EconomicOperands
Liquidation;EconomicOperands
broker-dealer;EconomicOperands
Section 5a3;LegalReferences
comma;Other
section 21e;LegalReferences
satisfied;RegulatoryOperators
advances;EconomicOperands
section 9;LegalReferences
Consent;EconomicOperands
insolvency;EconomicOperands
receivership;EconomicOperands
bankruptcy;EconomicOperands
title II;LegalReferences
SEC 929I;<div class="ex4
Protecting;EconomicOperands
Section 24;<div class="ex5
the Securities Exchange Act of 1934 15 USC 78x;LegalReferences
Records;EconomicOperands
compelled;EconomicOperands
section 17b;LegalReferences
Treatment;EconomicOperands
section 17;LegalReferences
section 3518c1;LegalReferences
Section 31;LegalReferences
the Investment Company Act of 1940 15 USC 80a-30;LegalReferences
withhold;EconomicOperands
department;EconomicOperands
section 31;LegalReferences
subsections d and e;LegalReferences
Section 210;LegalReferences
the Investment Advisers Act of 1940 15 USC 80b-10;LegalReferences
section 204;LegalReferences
SEC 929J;<div class="ex4
Expansion;EconomicOperands
the Sarbanes-Oxley Act of 2002 15 USC 7216;LegalReferences
Production;EconomicOperands
performs;EconomicOperands
relies;EconomicOperands
interim;EconomicOperands
audit report;EconomicOperands
work;EconomicOperands
conducts;EconomicOperands
reviews;EconomicOperands
produce;EconomicOperands
papers;EconomicOperands
issuing;EconomicOperands
reliance;EconomicOperands
subsection g;LegalReferences
Service;EconomicOperands
furnish;EconomicOperands
designates;EconomicOperands
Specific;FunctionWords
Sanctions;EconomicOperands
refusal;EconomicOperands
allow;RegulatoryOperators
SEC 929K;<div class="ex4
1 Privileged;<div class="ex6
section 6;LegalReferences
State securities or law enforcement authority;EconomicOperands
2 Nondisclosure;<div class="ex6
good faith;EconomicOperands
3 Nonwaiver;<div class="ex6
detect;EconomicOperands
investigate;EconomicOperands
SEC 929L;<div class="ex4
Enhanced;EconomicOperands
antifraud;EconomicOperands
Securities Exchange Act of 1934 15 USC 78a et seq;LegalReferences
facility;EconomicOperands
unlawful;Attributes
section 10a1;LegalReferences
section 15c1A;LegalReferences
SEC 929M Aiding;<div class="ex4
the Securities Act;LegalReferences
the Investment Company Act;LegalReferences
Under;FunctionWords
the securities act of 1933;LegalReferences
the Securities Act of 1933 15 USC 77o;LegalReferences
Every;FunctionWords
Controlling;EconomicOperands
Prosecution;EconomicOperands
aid;EconomicOperands
subparagraph b;LegalReferences
section 20;LegalReferences
recklessly;EconomicOperands
Section 48;LegalReferences
subsection d or e;LegalReferences
section 42;LegalReferences
SEC 929N;<div class="ex4
the Investment Advisers Act;LegalReferences
Section 209;<div class="ex5
f Aiding;<div class="ex5
SEC 929O Aiding;<div class="ex4
Section 20e;<div class="ex5
the Securities Exchange Act of 1934 15 USC 78te;LegalReferences
SEC 929P;<div class="ex4
Strengthening;EconomicOperands
cease and desist;EconomicOperands
Grounds;EconomicOperands
violating;EconomicOperands
violated;EconomicOperands
Maximum;Attributes
First;LogicalConnectors
Second;LogicalConnectors
deceit;EconomicOperands
manipulation;EconomicOperands
reckless;EconomicOperands
disregard;EconomicOperands
Third;Attributes
subparagraphs A and B;LegalReferences
created;EconomicOperands
gain;EconomicOperands
Evidence;EconomicOperands
concerning;LogicalConnectors
relate;EconomicOperands
third parties;EconomicOperands
paragraphs 1 through 4;LegalReferences
adjusting;EconomicOperands
margins;EconomicOperands
accordingly;LogicalConnectors
2 Cease-and-desist;<div class="ex6
Section 9d1;LegalReferences
subparagraphs A through C;LegalReferences
clauses i through iii;LegalReferences
B Cease-and-desist;<div class="ex7
Section 203i1;LegalReferences
clauses i through iv;LegalReferences
subsection k;LegalReferences
Extraterritorial;EconomicOperands
Section 22;LegalReferences
Territory;EconomicOperands
section 17a;LegalReferences
even if;LogicalConnectors
involves;EconomicOperands
section 206;LegalReferences
liability;EconomicOperands
Section 20a;LegalReferences
the Securities Exchange Act of 1934 15 USC 78ta;LegalReferences
liable;EconomicOperands
paragraph 1 or 3;LegalReferences
section 21d;LegalReferences
SEC 929Q Revision;<div class="ex4
Certain;FunctionWords
section 212c2;LegalReferences
listing;EconomicOperands
Section 204;<div class="ex5
client;EconomicOperands
SEC 929R;<div class="ex4
Beneficial;EconomicOperands
ownership;EconomicOperands
profit;EconomicOperands
Section 13;LegalReferences
the Securities Exchange Act of 1934 15 USC 78m;LegalReferences
days;EconomicOperands
acquisition;EconomicOperands
shorter;Attributes
certified mail;EconomicOperands
traded;EconomicOperands
subsection d2;LegalReferences
statements;EconomicOperands
transmitted;EconomicOperands
b Short-swing;<div class="ex5
Section 16a;LegalReferences
the Securities Exchange Act of 1934 15 USC 78pa;LegalReferences
SEC 929S Fingerprinting;<div class="ex4
Section 17f2;<div class="ex5
SEC 929T Equal;<div class="ex4
SEC 929U;<div class="ex4
Deadline;EconomicOperands
inspections;EconomicOperands
SEC 4E;<div class="ex4
investigations;EconomicOperands
Wells;Attributes
Division;EconomicOperands
intent;EconomicOperands
Exceptions;RegulatoryOperators
designee;EconomicOperands
particular;FunctionWords
sufficiently;Attributes
deadline;EconomicOperands
180-day;Attributes
completes;EconomicOperands
inspection;EconomicOperands
whichever;FunctionWords
undertake;EconomicOperands
corrective;EconomicOperands
his;FunctionWords
concluding;EconomicOperands
SEC 929V;<div class="ex4
Security;EconomicOperands
Investor Protection Act;LegalReferences
gross revenues;EconomicOperands
Section 14c;LegalReferences
Penalty;EconomicOperands
Section 14;LegalReferences
the Securities Investor Protection Act of 1970 15 USC 78jjj;LegalReferences
d Misrepresentation;<div class="ex5
represents;LogicalConnectors
Internet;EconomicOperands
damages;EconomicOperands
caused;EconomicOperands
fined;EconomicOperands
imprisoned;EconomicOperands
2 Injunctions;<div class="ex6
enjoined;EconomicOperands
throughout;FunctionWords
clerk;EconomicOperands
granting;RegulatoryOperators
transmit;EconomicOperands
certified;EconomicOperands
in the case;LogicalConnectors
clerks;EconomicOperands
SEC 929W;<div class="ex4
holders;EconomicOperands
Section 17A;<div class="ex5
Due diligence;EconomicOperands
dividends;EconomicOperands
1 Revision;<div class="ex6
paying agent;EconomicOperands
holder;EconomicOperands
check;EconomicOperands
yet;LogicalConnectors
along;FunctionWords
paying agents;EconomicOperands
earlier of;LogicalConnectors
next;LogicalConnectors
regularly;Attributes
scheduled;EconomicOperands
trustee;EconomicOperands
custodian;EconomicOperands
accepts;EconomicOperands
disruptions;EconomicOperands
avoid;EconomicOperands
SEC 929X;<div class="ex4
Short sale;EconomicOperands
reforms;EconomicOperands
Section 13f;LegalReferences
the Securities Exchange Act of 1934 15 USC 78mf;LegalReferences
paragraphs;Other
public disclosure;EconomicOperands
name;EconomicOperands
short sales;EconomicOperands
month;EconomicOperands
Short selling;EconomicOperands
the Securities Exchange Act of 1934 15 USC 78i;LegalReferences
Transactions;EconomicOperands
It;FunctionWords
short sale;EconomicOperands
options;EconomicOperands
Notices;EconomicOperands
SEC 929Y;<div class="ex4
Securities and Exchange Act of 1934;LegalReferences
cover;EconomicOperands
frauds;EconomicOperands
SEC 929Z;<div class="ex4
To the extent feasible;Attributes
interpretation;EconomicOperands
the Private Securities Litigation Act of 1995;LegalReferences
SUBTITLE C;<div class="ex2
Improvements;EconomicOperands
Credit Rating Agencies;EconomicOperands
SEC 931;<div class="ex4
Because of;LogicalConnectors
and performances;EconomicOperands
credit rating agencies;EconomicOperands
economy;EconomicOperands
Credit rating agencies;EconomicOperands
gatekeeper;EconomicOperands
functionally;EconomicOperands
equity market;EconomicOperands
auditors;EconomicOperands
accountability;EconomicOperands
Because;LogicalConnectors
analytical;EconomicOperands
much;FunctionWords
gatekeepers;EconomicOperands
character;EconomicOperands
securities analysts;EconomicOperands
particularly;LogicalConnectors
advising;EconomicOperands
structured;EconomicOperands
therefore;LogicalConnectors
legislation;EconomicOperands
recent;EconomicOperands
financial crisis;EconomicOperands
inaccurate;EconomicOperands
significantly;Attributes
mismanagement;EconomicOperands
around;FunctionWords
increased;EconomicOperands
SEC 932;<div class="ex4
furnished;EconomicOperands
Internal;EconomicOperands
processes;EconomicOperands
internal;EconomicOperands
adherence;EconomicOperands
methodologies;EconomicOperands
B Attestation;<div class="ex7
responsibility;EconomicOperands
chief executive officer;EconomicOperands
revoke;EconomicOperands
censure;EconomicOperands
clauses i and ii;LegalReferences
paragraphs 1 through 5;LegalReferences
subparagraphs A through E;LegalReferences
subparagraph E;LegalReferences
Suspension;EconomicOperands
revocation;EconomicOperands
managerial;EconomicOperands
sustained;EconomicOperands
accurate;EconomicOperands
subsection h;LegalReferences
Separation;EconomicOperands
Rules;EconomicOperands
Look-back;EconomicOperands
in any case;LogicalConnectors
underwriter;EconomicOperands
sponsor;EconomicOperands
participated;EconomicOperands
instruments;EconomicOperands
1-year;Attributes
code;LegalReferences
ethics;EconomicOperands
conflict of interest;EconomicOperands
whenever;FunctionWords
modified;FunctionWords
transitions;EconomicOperands
knows;Other
know;Other
previous;FunctionWords
supervised;EconomicOperands
Public disclosure;EconomicOperands
subsection j;LegalReferences
models;EconomicOperands
working;EconomicOperands
unreasonable;EconomicOperands
burden;EconomicOperands
users;EconomicOperands
linked;EconomicOperands
so as to;LogicalConnectors
independence;EconomicOperands
officers;EconomicOperands
subsection p;LegalReferences
accuracy;EconomicOperands
2 Staffing;<div class="ex6
expertise;EconomicOperands
corporate;EconomicOperands
Conduct of;EconomicOperands
governance;EconomicOperands
subsection j1;LegalReferences
Inspection;EconomicOperands
responses;EconomicOperands
fines;EconomicOperands
violates;EconomicOperands
Transparency;EconomicOperands
initial;EconomicOperands
subsequent;FunctionWords
allowing;RegulatoryOperators
comparable;EconomicOperands
wide;EconomicOperands
withdrawn;EconomicOperands
easily accessible;EconomicOperands
model;EconomicOperands
business activities;EconomicOperands
evaluation;EconomicOperands
quantitative;EconomicOperands
using;EconomicOperands
board;EconomicOperands
body;EconomicOperands
function;EconomicOperands
discloses;EconomicOperands
inputs;EconomicOperands
error;EconomicOperands
reviewed;EconomicOperands
accompany;EconomicOperands
assumptions;EconomicOperands
servicer;EconomicOperands
Format;EconomicOperands
paragraph 3B;LegalReferences
readily;EconomicOperands
A Qualitative;<div class="ex7
main;EconomicOperands
defaults;EconomicOperands
excluded;EconomicOperands
relating;FunctionWords
reliable;EconomicOperands
limits;EconomicOperands
relied upon;Other
producing;EconomicOperands
issuances;EconomicOperands
Quantitative;EconomicOperands
volatility;EconomicOperands
user;EconomicOperands
probability of default;EconomicOperands
event;EconomicOperands
I 5;<div class="ex9
factor;EconomicOperands
impacts;EconomicOperands
asset-backed securities;EconomicOperands
asset-backed security;EconomicOperands
Certification;EconomicOperands
In any case;LogicalConnectors
produces;EconomicOperands
certifications;EconomicOperands
providers;EconomicOperands
allows;RegulatoryOperators
adequacy;EconomicOperands
t;<div class="ex5
Corporate governance;EconomicOperands
Independent;EconomicOperands
At least;LogicalConnectors
rating agency;EconomicOperands
In order to;LogicalConnectors
her;FunctionWords
responsibilities;EconomicOperands
oversee;EconomicOperands
establishment;RegulatoryOperators
nrsro;EconomicOperands
parent;EconomicOperands
chairperson;EconomicOperands
delegate;EconomicOperands
Section 3a62;LegalReferences
SEC 933;<div class="ex4
Accountability;EconomicOperands
credit rating agency;EconomicOperands
controlling;EconomicOperands
complaint;EconomicOperands
giving;FunctionWords
rise;Other
elements;EconomicOperands
credit risk;EconomicOperands
verification;EconomicOperands
technique;EconomicOperands
SEC 934 Referring tips;<div class="ex4
Section 15E;<div class="ex5
u;<div class="ex5
verify;EconomicOperands
SEC 935;<div class="ex4
potentially;Other
SEC 936 Qualification;<div class="ex4
training;EconomicOperands
categories;EconomicOperands
issuers;EconomicOperands
SEC 937;<div class="ex4
SEC 938 Universal ratings symbols;<div class="ex4
SEC 939 Removal;<div class="ex4
references;EconomicOperands
Federal Deposit Insurance Act;LegalReferences
The Federal Deposit Insurance Act 12 USC 1811 et seq;LegalReferences
insert;Other
section 28d;LegalReferences
section 28e;LegalReferences
Housing Enterprises Financial Safety and Soundness Act of 1992;LegalReferences
Section 1319;LegalReferences
Housing Enterprises Financial Safety and Soundness Act of 1992 12 USC 4519;LegalReferences
d Revised;<div class="ex5
Statutes;Other
Revised Statutes of the United States;LegalReferences
Comptroller of the Currency;EconomicOperands
subsection a3;LegalReferences
Requirement;EconomicOperands
national bank;EconomicOperands
insured banks;EconomicOperands
subsection f1;LegalReferences
Section 3a;LegalReferences
paragraph 41;LegalReferences
two;FunctionWords
paragraph 53A;LegalReferences
World Bank;EconomicOperands
discussions;EconomicOperands
Section 3a6;LegalReferences
substitute;EconomicOperands
section 555;LegalReferences
standardizing;EconomicOperands
terminology;EconomicOperands
so that;LogicalConnectors
identical;Attributes
stress;EconomicOperands
correspondence;EconomicOperands
standardized;EconomicOperands
asset;EconomicOperands
classes;EconomicOperands
SEC 939A;<div class="ex4
Modifications;EconomicOperands
to the extent feasible;Attributes
rely;EconomicOperands
SEC 939B;<div class="ex4
Elimination;EconomicOperands
fair;EconomicOperands
90 days;Attributes
Exchange;EconomicOperands
SEC 939C;<div class="ex4
affects;EconomicOperands
Subjects;EconomicOperands
raised;EconomicOperands
SEC 939D;<div class="ex4
SEC 939E;<div class="ex4
creation;EconomicOperands
creating;EconomicOperands
section 936;LegalReferences
SEC 939F;<div class="ex4
structured finance product;EconomicOperands
section 3a77;LegalReferences
section 941;LegalReferences
structured finance products;EconomicOperands
mechanisms;EconomicOperands
creation of moral hazard;EconomicOperands
24 months;Attributes
assignment;EconomicOperands
