key;category;total_count
CREDIT RATINGS;EconomicOperands;57
CREDIT RISK;EconomicOperands;23
CREDIT SCORE;EconomicOperands;7
CREDIT SCORES;EconomicOperands;4
CREDIT UNION;EconomicOperands;15
CREDIT UNIONS;EconomicOperands;11
CREDIT WORTHINESS;EconomicOperands;1
CREDITED;EconomicOperands;30
CREDITING;EconomicOperands;7
CREDITOR;EconomicOperands;132
CREDITOR-PLACED;EconomicOperands;1
CREDITORS;EconomicOperands;45
CREDITS;EconomicOperands;11
CREDITWORTHINESS;EconomicOperands;1
CREDIT-WORTHINESS;EconomicOperands;16
CREED;EconomicOperands;1
CRIMINAL;EconomicOperands;18
CRITERIA;EconomicOperands;48
CRITICAL;EconomicOperands;10
CRM;EconomicOperands;1
CRO;EconomicOperands;2
CROP;EconomicOperands;2
CROSS;EconomicOperands;1
CROSS-BORDER;EconomicOperands;2
CROSS-CURRENCY;EconomicOperands;2
CROSS-MARKETING;EconomicOperands;2
CULPABILITY;EconomicOperands;1
CULTURAL;EconomicOperands;1
CULTURAL STYLES;EconomicOperands;1
CULTURALLY DIVERSE POOL;EconomicOperands;1
CURE;EconomicOperands;1
CURE DEFECTS;EconomicOperands;1
CURED;EconomicOperands;1
CURRENCIES;EconomicOperands;10
CURRENCY;EconomicOperands;35
CURRENCY SWAP;EconomicOperands;3
CURRENTLY;EconomicOperands;6
CURTAIL;EconomicOperands;1
CURTAIL TRADING;EconomicOperands;3
CUSTODIAL;EconomicOperands;4
CUSTODIAN;EconomicOperands;26
CUSTODIANS;EconomicOperands;3
CUSTODY;EconomicOperands;35
CUSTOMARY;EconomicOperands;12
CUSTOMER;EconomicOperands;94
CUSTOMER NAME SECURITIES;EconomicOperands;9
CUSTOMER NAME SECURITY;EconomicOperands;2
CUSTOMER PROPERTY;EconomicOperands;17
CUSTOMER PROPERTY AND MEMBER PROPERTY;EconomicOperands;3
CUSTOMERS;EconomicOperands;36
CUSTOMIZED;EconomicOperands;1
CYCLE;EconomicOperands;3
DAILY TRADING;EconomicOperands;13
DAMAGES;EconomicOperands;44
DAMAGES PROXIMATELY CAUSED;EconomicOperands;1
DANGER;EconomicOperands;2
DANGERS;EconomicOperands;1
DATA;EconomicOperands;253
DATA CENTER;EconomicOperands;15
DATABASE;EconomicOperands;11
DATABASES;EconomicOperands;1
DATE;EconomicOperands;692
DATES;EconomicOperands;6
DAY;EconomicOperands;83
DAY-TO-DAY;EconomicOperands;2
DEADLINE;EconomicOperands;21
DEAL;EconomicOperands;4
DEALER;EconomicOperands;154
DEALERS;EconomicOperands;105
DEALING;EconomicOperands;9
DEALINGS;EconomicOperands;2
DEALS;EconomicOperands;1
DEALT;EconomicOperands;4
DEBATABLE;EconomicOperands;4
DEBATE;EconomicOperands;6
DEBIT;EconomicOperands;5
DEBIT CARD;EconomicOperands;10
DEBIT CARDS;EconomicOperands;6
DEBITED;EconomicOperands;1
DEBT;EconomicOperands;94
DEBTOR;EconomicOperands;13
DEBTS;EconomicOperands;3
DEBT-TO-INCOME;EconomicOperands;1
DECEIT;EconomicOperands;6
DECEIVE;EconomicOperands;1
DECEPTION;EconomicOperands;2
DECEPTIVE;EconomicOperands;35
DECIDE;EconomicOperands;1
DECIDED;EconomicOperands;2
DECIDES;EconomicOperands;1
DECISION;EconomicOperands;63
DECISION-MAKING;EconomicOperands;8
DECISIONS;EconomicOperands;22
DECLARATION;EconomicOperands;6
DECLARED;EconomicOperands;5
DECLARING;EconomicOperands;1
DECLINE;EconomicOperands;6
DECLINES;EconomicOperands;1
DECLINING;EconomicOperands;2
DEDICATE;EconomicOperands;1
DEDICATED;EconomicOperands;7
DEDICATED LEGAL;EconomicOperands;1
DEED;EconomicOperands;6
DEEP;EconomicOperands;1
DEFAULT;EconomicOperands;74
DEFAULTED;EconomicOperands;3
DEFAULTS;EconomicOperands;11
DEFEND;EconomicOperands;2
DEFENDANT;EconomicOperands;7
DEFENDANTS;EconomicOperands;2
DEFENSE;EconomicOperands;8
DEFER;EconomicOperands;7
DEFERRAL;EconomicOperands;2
DEFERRED;EconomicOperands;3
DEFERRED SHIPMENT;EconomicOperands;1
DEFICIENCIES;EconomicOperands;9
DEFICIENCY;EconomicOperands;2
DEFICIT;EconomicOperands;15
DEFINE;EconomicOperands;30
DEFINED;EconomicOperands;338
DEFINING;EconomicOperands;8
DEFINING TECHNICAL;EconomicOperands;1
DEFINITENESS;EconomicOperands;3
DEFINITION;EconomicOperands;99
DEFINITIONS;EconomicOperands;116
DEFRAUD;EconomicOperands;7
DEFRAY;EconomicOperands;2
DEGREE;EconomicOperands;15
DEGREES;EconomicOperands;1
DELAY;EconomicOperands;11
DELAYED;EconomicOperands;3
DELEGATE;EconomicOperands;13
DELEGATION;EconomicOperands;4
DELETE;EconomicOperands;2
DELETED;EconomicOperands;1
DELETION;EconomicOperands;2
DELETIONS;EconomicOperands;1
DELIBERATE;EconomicOperands;2
DELIBERATION;EconomicOperands;1
DELIBERATIONS;EconomicOperands;2
DELINQUENCY;EconomicOperands;3
DELINQUENT;EconomicOperands;9
DELIVER;EconomicOperands;6
DELIVERED;EconomicOperands;4
DELIVERING;EconomicOperands;3
DELIVERY;EconomicOperands;74
DEMAND;EconomicOperands;46
DEMAND FOR;EconomicOperands;7
DEMANDED;EconomicOperands;2
DEMANDS;EconomicOperands;4
DEMOCRATIC REPUBLIC OF THE CONGO;EconomicOperands;29
DEMONSTRABLE PROGRESS;EconomicOperands;4
DEMONSTRATE;EconomicOperands;7
DEMONSTRATED;EconomicOperands;3
DEMONSTRATED GOOD FAITH EFFORT RESOLVE;EconomicOperands;1
DEMONSTRATES;EconomicOperands;6
DEMONSTRATES INTENTIONAL;EconomicOperands;1
DEMONSTRATING;EconomicOperands;1
DEMONSTRATION;EconomicOperands;4
DEMOTE;EconomicOperands;2
DENIAL;EconomicOperands;6
DENIED;EconomicOperands;3
DENIES;EconomicOperands;3
DENOMINATED;EconomicOperands;1
DENOTE;EconomicOperands;2
DENSITY;EconomicOperands;3
DENTAL;EconomicOperands;8
DENY;EconomicOperands;2
DEPARTMENT;EconomicOperands;62
DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT;EconomicOperands;46
DEPARTMENT OF JUSTICE;EconomicOperands;8
DEPARTMENT OF LABOR;EconomicOperands;3
DEPARTMENT OF THE TREASURY;EconomicOperands;22
DEPARTMENTAL;EconomicOperands;1
DEPARTMENTS;EconomicOperands;7
DEPEND;EconomicOperands;1
DEPENDENT;EconomicOperands;3
DEPENDS;EconomicOperands;1
DEPICTED;EconomicOperands;2
DEPLETE;EconomicOperands;2
DEPLETION;EconomicOperands;1
DEPOSIT;EconomicOperands;32
DEPOSIT INSURANCE;EconomicOperands;33
DEPOSITED;EconomicOperands;34
DEPOSITING;EconomicOperands;3
DEPOSITOR;EconomicOperands;9
DEPOSITORIES;EconomicOperands;1
DEPOSITORS;EconomicOperands;4
DEPOSITORY;EconomicOperands;2
DEPOSITORY INSTITUTION;EconomicOperands;87
DEPOSITORY INSTITUTION HOLDING COMPANY;EconomicOperands;25
DEPOSITORY INSTITUTIONS;EconomicOperands;26
DEPOSITS;EconomicOperands;49
DEPOSIT-TAKING;EconomicOperands;1
DEPOSIT-TAKING ACTIVITY;EconomicOperands;2
DEPRESSING;EconomicOperands;3
DEPUTY;EconomicOperands;8
DERECOGNITION;EconomicOperands;1
DERIVATIVE;EconomicOperands;17
DERIVATIVE TRANSACTION;EconomicOperands;13
DERIVATIVES;EconomicOperands;27
DERIVATIVES CLEARING ORGANIZATION;EconomicOperands;172
DERIVATIVES MARKETS;EconomicOperands;2
DERIVE;EconomicOperands;2
DERIVED;EconomicOperands;15
DERIVING;EconomicOperands;1
DESCRIBING;EconomicOperands;24
DESCRIPTION;EconomicOperands;66
DESCRIPTIONS;EconomicOperands;6
DESIGN;EconomicOperands;4
DESIGNATE;EconomicOperands;20
DESIGNATED ACTIVITY;EconomicOperands;18
DESIGNATED AUTOMATED TELLER MACHINE NETWORK;EconomicOperands;2
DESIGNATED CLEARING ENTITY;EconomicOperands;6
DESIGNATED FINANCIAL MARKET UTILITY;EconomicOperands;58
DESIGNATED RECIPIENT;EconomicOperands;16
DESIGNATED TRANSFER DATE;EconomicOperands;98
DESIGNATES;EconomicOperands;4
DESIGNATING DOCUMENTS;EconomicOperands;1
DESIGNATION;EconomicOperands;41
DESIGNATIONS;EconomicOperands;16
DESIGNED;EconomicOperands;43
DESIGNEE;EconomicOperands;17
DESIGNEES;EconomicOperands;5
DESIGNING;EconomicOperands;1
DESIRABILITY;EconomicOperands;1
DESIRES;EconomicOperands;1
DESIRING;EconomicOperands;2
DESTINATION;EconomicOperands;1
DESTROYED;EconomicOperands;1
DETAIL;EconomicOperands;11
DETAILED;EconomicOperands;11
DETAILS;EconomicOperands;11
DETECT;EconomicOperands;6
DETECTING;EconomicOperands;5
DETECTION;EconomicOperands;2
DETER;EconomicOperands;1
DETER ABUSES;EconomicOperands;2
DETERMINATION;EconomicOperands;277
DETERMINING;EconomicOperands;68
DETERRENT;EconomicOperands;3
DETERRING;EconomicOperands;2
DETRIMENTAL;EconomicOperands;3
DEVELOP;EconomicOperands;28
DEVELOPED;EconomicOperands;15
DEVELOPING;EconomicOperands;16
DEVELOPMENT;EconomicOperands;45
DEVELOPMENTS;EconomicOperands;10
DEVICE;EconomicOperands;10
DIFFER;EconomicOperands;2
DIFFERENCE;EconomicOperands;9
DIFFERENCES;EconomicOperands;15
DIFFERENTIATE;EconomicOperands;8
DIFFERENTIATION;EconomicOperands;5
DIFFERENTIATIONS;EconomicOperands;2
DIFFERING;EconomicOperands;1
DIFFICULTY;EconomicOperands;1
DILIGENCE;EconomicOperands;1
DILIGENT;EconomicOperands;2
DILUTE;EconomicOperands;1
DILUTION;EconomicOperands;1
DIMINISH;EconomicOperands;6
DIMINISHING;EconomicOperands;1
DIRECT;EconomicOperands;51
DIRECTING;EconomicOperands;2
DIRECTION;EconomicOperands;11
DIRECTIVE;EconomicOperands;6
DIRECTIVES;EconomicOperands;4
DIRECTOR;EconomicOperands;517
DIRECTOR OF THE PEACE CORPS;EconomicOperands;1
DIRECTORS;EconomicOperands;130
DISABILITY;EconomicOperands;4
DISADVANTAGE;EconomicOperands;3
DISADVANTAGED;EconomicOperands;1
DISADVANTAGES;EconomicOperands;1
DISAGREED;EconomicOperands;2
DISASTER;EconomicOperands;1
DISASTER RECOVERY;EconomicOperands;5
DISBURSED;EconomicOperands;1
DISCHARGE;EconomicOperands;11
DISCHARGED;EconomicOperands;2
DISCHARGING;EconomicOperands;1
DISCIPLINARY;EconomicOperands;15
DISCIPLINE;EconomicOperands;3
DISCIPLINES;EconomicOperands;1
DISCLOSE;EconomicOperands;53
DISCLOSED;EconomicOperands;24
DISCLOSES;EconomicOperands;5
DISCLOSING;EconomicOperands;7
DISCLOSURE;EconomicOperands;108
DISCLOSURES;EconomicOperands;64
DISCONTINUOUS;EconomicOperands;2
DISCOUNT;EconomicOperands;24
DISCOUNT WINDOW;EconomicOperands;4
DISCOUNTED;EconomicOperands;4
DISCOUNTS;EconomicOperands;4
DISCOURAGE;EconomicOperands;1
DISCOVERS;EconomicOperands;1
DISCOVERY;EconomicOperands;25
DISCRETION;EconomicOperands;89
DISCRETIONARY;EconomicOperands;5
DISCRIMINATE;EconomicOperands;8
DISCRIMINATED;EconomicOperands;2
DISCRIMINATION;EconomicOperands;12
DISCRIMINATORY;EconomicOperands;2
DISCUSS;EconomicOperands;3
DISCUSSED;EconomicOperands;1
DISCUSSION;EconomicOperands;5
DISCUSSIONS;EconomicOperands;5
DISGORGEMENT;EconomicOperands;13
DISMISS;EconomicOperands;3
DISMISSAL;EconomicOperands;2
DISMISSED;EconomicOperands;2
DISPARITIES;EconomicOperands;1
DISPLAYED;EconomicOperands;2
DISPLAYING;EconomicOperands;1
DISPOSE;EconomicOperands;7
DISPOSITION;EconomicOperands;23
DISPOSITIONS;EconomicOperands;1
DISPUTANTS;EconomicOperands;2
DISPUTE;EconomicOperands;20
DISPUTE RESOLUTION;EconomicOperands;4
DISPUTED;EconomicOperands;1
DISPUTES;EconomicOperands;4
DISPUTES ARISING;EconomicOperands;2
DISPUTING;EconomicOperands;1
DISQUALIFIED;EconomicOperands;1
DISQUALIFY;EconomicOperands;1
DISQUALIFYING;EconomicOperands;1
DISQUALIFYING FELONS;EconomicOperands;1
DISREGARD;EconomicOperands;8
DISRUPT;EconomicOperands;3
DISRUPTED;EconomicOperands;3
DISRUPTION;EconomicOperands;7
DISRUPTIONS;EconomicOperands;5
DISRUPTIVE;EconomicOperands;3
DISRUPTS;EconomicOperands;1
DISSEMINATE;EconomicOperands;6
DISSEMINATED;EconomicOperands;3
DISSEMINATING;EconomicOperands;1
DISSEMINATION;EconomicOperands;4
DISSENTING;EconomicOperands;1
DISSOLUTION;EconomicOperands;4
DISTINCT;EconomicOperands;2
DISTINCTIONS;EconomicOperands;1
DISTINGUISH;EconomicOperands;2
DISTORTION;EconomicOperands;5
DISTRESS;EconomicOperands;15
DISTRIBUTE;EconomicOperands;4
DISTRIBUTED;EconomicOperands;9
DISTRIBUTES;EconomicOperands;1
DISTRIBUTING;EconomicOperands;1
DISTRIBUTION;EconomicOperands;15
DISTRIBUTIONS;EconomicOperands;3
DISTRICT;EconomicOperands;58
DISTRICT OF COLUMBIA;EconomicOperands;14
DISTRICT OF COLUMBIA CIRCUIT;EconomicOperands;9
DISTURBANCE;EconomicOperands;2
DIVERSE BACKGROUNDS;EconomicOperands;2
DIVERSIFICATION;EconomicOperands;1
DIVERSITY;EconomicOperands;11
DIVEST;EconomicOperands;7
DIVESTING;EconomicOperands;2
DIVESTITURE;EconomicOperands;8
DIVIDEND;EconomicOperands;8
DIVIDENDS;EconomicOperands;23
DIVISION;EconomicOperands;46
DIVISIONS;EconomicOperands;6
DOCUMENT;EconomicOperands;18
DOCUMENTARY MATERIAL;EconomicOperands;12
DOCUMENTATION;EconomicOperands;22
DOCUMENT-BASED;EconomicOperands;1
DOCUMENTED;EconomicOperands;5
DOCUMENTS;EconomicOperands;47
DOLLAR;EconomicOperands;28
DOLLARS;EconomicOperands;2
DOMESTIC;EconomicOperands;13
DOMICILED;EconomicOperands;8
DOMICILIARY STATE;EconomicOperands;7
DONE;EconomicOperands;3
DONOR;EconomicOperands;2
DOOR;EconomicOperands;1
DRAFT;EconomicOperands;3
DRAW DOWN;EconomicOperands;1
DRAWN;EconomicOperands;1
DRC;EconomicOperands;4
DROPPED;EconomicOperands;1
DRYWALL;EconomicOperands;3
DUAL;EconomicOperands;7
DUALLY;EconomicOperands;1
DUE DILIGENCE;EconomicOperands;18
DUE REGARD;EconomicOperands;4
DUE-ON-SALE;EconomicOperands;1
DUPLICATE;EconomicOperands;1
DUPLICATION;EconomicOperands;2
DUPLICATIVE;EconomicOperands;4
DURATION;EconomicOperands;8
DUTIES;EconomicOperands;120
DUTY;EconomicOperands;53
DUTY OF CARE;EconomicOperands;4
DWELLING;EconomicOperands;43
DWELLINGS;EconomicOperands;2
DYNAMICS;EconomicOperands;1
EAD;EconomicOperands;16
EARLY;EconomicOperands;4
EARNED;EconomicOperands;5
EARNINGS;EconomicOperands;8
EASILY ACCESSIBLE;EconomicOperands;2
EC;EconomicOperands;140
ECB;EconomicOperands;1
ECONOMIC;EconomicOperands;48
ECONOMIC GROWTH;EconomicOperands;3
ECONOMICAL;EconomicOperands;2
ECONOMICALLY;EconomicOperands;12
ECONOMICS;EconomicOperands;2
ECONOMIES;EconomicOperands;1
ECONOMIST;EconomicOperands;1
ECONOMISTS;EconomicOperands;2
ECONOMY;EconomicOperands;12
EDGAR;EconomicOperands;1
EDITORIAL;EconomicOperands;1
EDUCATE;EconomicOperands;6
EDUCATED;EconomicOperands;1
EDUCATING;EconomicOperands;1
EDUCATION;EconomicOperands;49
EDUCATION INITIATIVES;EconomicOperands;2
EDUCATION INITIATIVES DESIGNED;EconomicOperands;1
EDUCATIONAL;EconomicOperands;11
EFFECT;EconomicOperands;157
EFFECTED;EconomicOperands;5
EFFECTING;EconomicOperands;8
EFFECTIVE DATE;EconomicOperands;103
EFFECTIVENESS;EconomicOperands;57
EFFECTS;EconomicOperands;25
EFFECTUATE;EconomicOperands;16
EFFICACY;EconomicOperands;1
EFFICIENCY;EconomicOperands;11
EFFICIENT;EconomicOperands;16
EFFICIENTLY;EconomicOperands;3
EFFORT;EconomicOperands;3
EFFORTS;EconomicOperands;34
E-FILE;EconomicOperands;1
ELAPSING;EconomicOperands;1
ELDERLY;EconomicOperands;2
ELECT;EconomicOperands;20
ELECTED;EconomicOperands;10
ELECTING;EconomicOperands;1
ELECTION;EconomicOperands;29
ELECTIONS;EconomicOperands;1
ELECTIVE;EconomicOperands;1
ELECTRIC ENERGY APPROVED;EconomicOperands;1
ELECTRICITY;EconomicOperands;1
ELECTRONIC;EconomicOperands;43
ELECTRONIC BENEFIT TRANSFER;EconomicOperands;3
ELECTRONIC CONDUIT SERVICES;EconomicOperands;4
ELECTRONIC DEBIT TRANSACTION;EconomicOperands;26
ELECTRONIC MAIL;EconomicOperands;5
ELECTRONIC MATCHING PLATFORM;EconomicOperands;1
ELECTRONIC TRADING;EconomicOperands;11
ELECTRONIC TRADING PLATFORMS;EconomicOperands;1
ELECTRONICALLY;EconomicOperands;6
ELECTRONICALLY CAPTURE;EconomicOperands;2
ELECTS;EconomicOperands;8
ELEMENT;EconomicOperands;2
ELEMENTS;EconomicOperands;8
ELIGIBILITY;EconomicOperands;12
ELIGIBLE;EconomicOperands;33
ELIGIBLE CONTRACT PARTICIPANT;EconomicOperands;25
ELIGIBLE DEFERRED;EconomicOperands;1
ELIGIBLE EMPLOYER;EconomicOperands;1
ELIGIBLE ENTITY;EconomicOperands;15
ELIGIBLE FINANCIAL COMPANY;EconomicOperands;1
ELIMINATE;EconomicOperands;7
ELIMINATING;EconomicOperands;4
ELIMINATING EXPECTATIONS;EconomicOperands;1
ELIMINATION;EconomicOperands;5
EMAIL;EconomicOperands;1
EMERGENCY;EconomicOperands;42
EMERGING;EconomicOperands;5
EMERGING MARKET;EconomicOperands;1
EMISSIONS;EconomicOperands;2
EMPHASIS;EconomicOperands;3
EMPIRICAL;EconomicOperands;1
EMPIRICAL EVIDENCE;EconomicOperands;1
EMPLOY;EconomicOperands;11
EMPLOY PERSONNEL;EconomicOperands;1
EMPLOYED;EconomicOperands;32
EMPLOYED INTERMITTENTLY;EconomicOperands;1
EMPLOYEE;EconomicOperands;181
EMPLOYEES;EconomicOperands;191
EMPLOYEESS;EconomicOperands;1
EMPLOYER;EconomicOperands;23
EMPLOYERS;EconomicOperands;2
EMPLOYING;EconomicOperands;2
EMPLOYMENT;EconomicOperands;45
EMPLOYMENT STRUCTURES;EconomicOperands;1
EMPLOYS;EconomicOperands;9
EMPOWER;EconomicOperands;4
EMPOWERED;EconomicOperands;5
EMPOWERING;EconomicOperands;1
ENABLE;EconomicOperands;16
ENABLES;EconomicOperands;3
ENACTED;EconomicOperands;10
ENCOUNTERED;EconomicOperands;3
ENCOURAGE;EconomicOperands;13
ENCOURAGE COMPLAINANTS;EconomicOperands;1
ENCOURAGE ILLEGITIMATE;EconomicOperands;1
ENCOURAGES;EconomicOperands;2
ENCRYPTED;EconomicOperands;2
ENDEAVOR;EconomicOperands;1
ENDING;EconomicOperands;17
ENDORSEMENT;EconomicOperands;1
ENDOWMENT;EconomicOperands;8
ENERGY;EconomicOperands;9
ENFORCEABILITY;EconomicOperands;1
ENFORCED;EconomicOperands;20
ENFORCEMENT;EconomicOperands;288
ENGAGE;EconomicOperands;43
ENGAGED;EconomicOperands;92
ENGAGEMENT;EconomicOperands;3
ENGAGEMENTS;EconomicOperands;1
ENGAGES;EconomicOperands;19
ENGAGING;EconomicOperands;17
ENGINEERING;EconomicOperands;1
ENGINEERS;EconomicOperands;1
ENGLISH;EconomicOperands;5
ENGLISH TRANSLATION;EconomicOperands;1
ENHANCE;EconomicOperands;18
ENHANCE ACCESSIBILITY;EconomicOperands;1
ENHANCED;EconomicOperands;25
ENHANCEMENT;EconomicOperands;12
ENHANCEMENTS;EconomicOperands;1
ENHANCING;EconomicOperands;2
ENJOINED;EconomicOperands;4
ENJOY;EconomicOperands;1
ENROLL;EconomicOperands;2
ENROLLED;EconomicOperands;15
ENROLLMENT;EconomicOperands;9
ENSURES;EconomicOperands;3
ENTER;EconomicOperands;48
ENTER INTO FORCE;EconomicOperands;1
ENTERED;EconomicOperands;65
ENTERING;EconomicOperands;16
ENTERPRISE;EconomicOperands;9
ENTERPRISE OPERATED;EconomicOperands;1
ENTERPRISES;EconomicOperands;2
ENTERS;EconomicOperands;14
ENTICE;EconomicOperands;1
ENTIRELY;EconomicOperands;2
ENTIRETY;EconomicOperands;3
ENTITIES;EconomicOperands;166
ENTITLED;EconomicOperands;32
ENTITLEMENTS;EconomicOperands;5
ENTITY;EconomicOperands;213
ENTITYS;EconomicOperands;2
ENTRY;EconomicOperands;8
ENUMERATED;EconomicOperands;30
ENUMERATED CONSUMER LAWS;EconomicOperands;8
ENVIRONMENTAL;EconomicOperands;4
ENVIRONMENTAL PROTECTION AGENCY;EconomicOperands;2
EQUAL;EconomicOperands;18
EQUALITY;EconomicOperands;4
EQUIPMENT;EconomicOperands;3
EQUITY;EconomicOperands;64
EQUITY INDEX SWAP;EconomicOperands;2
EQUITY MARKET;EconomicOperands;1
ERRONEOUS;EconomicOperands;1
ERRONEOUSLY AWARDED;EconomicOperands;2
ERROR;EconomicOperands;19
ERRORS;EconomicOperands;5
ESCHEATMENT;EconomicOperands;1
ESCROW;EconomicOperands;29
ESCROWED;EconomicOperands;1
ESCROWING;EconomicOperands;1
ESSENTIAL;EconomicOperands;6
ESSENTIAL LONG-TERM;EconomicOperands;1
ESTATE;EconomicOperands;50
ESTIMATE;EconomicOperands;17
ESTIMATED;EconomicOperands;8
ESTIMATES;EconomicOperands;4
ETHICAL;EconomicOperands;4
ETHICS;EconomicOperands;14
ETHNIC;EconomicOperands;3
ETHNICITY;EconomicOperands;2
EUROPE;EconomicOperands;4
EVADE;EconomicOperands;8
EVADING;EconomicOperands;4
EVALUATED;EconomicOperands;3
EVALUATING;EconomicOperands;5
EVALUATION;EconomicOperands;30
EVALUATIONS;EconomicOperands;4
EVALUATIVE;EconomicOperands;1
EVASION;EconomicOperands;19
EVASIONS;EconomicOperands;9
EVENLY DIVIDED;EconomicOperands;1
EVENT;EconomicOperands;39
EVENTS;EconomicOperands;3
EVICTION;EconomicOperands;2
EVIDENCE;EconomicOperands;31
EVIDENCE ON;EconomicOperands;1
EVIDENTIARY;EconomicOperands;2
EVOLVING;EconomicOperands;6
EXAMINATION;EconomicOperands;140
EXAMINATIONS;EconomicOperands;81
EXAMINE;EconomicOperands;29
EXAMINED;EconomicOperands;5
EXAMINER;EconomicOperands;5
EXAMINERS;EconomicOperands;11
EXAMINES;EconomicOperands;1
EXAMINING;EconomicOperands;4
EXAMPLES;EconomicOperands;1
EXCESS;EconomicOperands;3
EXCESS INSURANCE;EconomicOperands;1
EXCESSIVE;EconomicOperands;6
EXCESSIVE SPECULATION;EconomicOperands;4
EXCHANGE;EconomicOperands;100
EXCHANGE FACILITATOR;EconomicOperands;7
EXCHANGE RATIO;EconomicOperands;2
EXCHANGED;EconomicOperands;5
EXCHANGES;EconomicOperands;16
EXCHANGING;EconomicOperands;1
EXCISING;EconomicOperands;1
EXCLUDE;EconomicOperands;14
EXCLUDED;EconomicOperands;17
EXCLUSION;EconomicOperands;31
EXCLUSIVE;EconomicOperands;24
EXCLUSIVITY;EconomicOperands;1
EXECUTE;EconomicOperands;12
EXECUTED;EconomicOperands;26
EXECUTED BILATERALLY;EconomicOperands;2
EXECUTING;EconomicOperands;8
EXECUTING TRADES;EconomicOperands;3
EXECUTION;EconomicOperands;34
EXECUTION FACILITIES;EconomicOperands;21
EXECUTIONS;EconomicOperands;1
EXECUTIVE;EconomicOperands;24
EXECUTIVE COMPENSATION;EconomicOperands;9
EXECUTIVE LEVEL;EconomicOperands;1
EXECUTIVE OFFICER;EconomicOperands;10
EXECUTIVE SCHEDULE;EconomicOperands;5
EXECUTIVES;EconomicOperands;6
EXECUTORY;EconomicOperands;1
EXEMPLARY;EconomicOperands;3
EXEMPT COMMERCIAL PURCHASER;EconomicOperands;6
EXEMPTIVE;EconomicOperands;3
EXERCISE;EconomicOperands;102
EXERCISED;EconomicOperands;2
EXERCISES;EconomicOperands;3
EXERCISING;EconomicOperands;17
EXHAUST;EconomicOperands;1
EXHIBIT;EconomicOperands;1
EXIST;EconomicOperands;9
EXIST NOVEL;EconomicOperands;1
EXISTED;EconomicOperands;10
EXISTENCE;EconomicOperands;9
EXISTING;EconomicOperands;66
EXISTING REPORTS;EconomicOperands;8
EXISTING RETIREMENT PLAN;EconomicOperands;16
EXISTS;EconomicOperands;13
EXPAND;EconomicOperands;3
EXPANDED;EconomicOperands;1
EXPANDING;EconomicOperands;3
EXPANSION;EconomicOperands;7
EXPECT;EconomicOperands;2
EXPECTATION;EconomicOperands;1
EXPECTATIONS;EconomicOperands;2
EXPECTED;EconomicOperands;22
EXPEDITE;EconomicOperands;2
EXPEDITED;EconomicOperands;13
EXPEDITION;EconomicOperands;2
EXPEDITIOUSLY;EconomicOperands;4
EXPEL;EconomicOperands;1
EXPENDED;EconomicOperands;11
EXPENDITURE;EconomicOperands;1
EXPENDITURES;EconomicOperands;1
EXPENSE;EconomicOperands;7
EXPENSES;EconomicOperands;51
EXPENSIVE;EconomicOperands;1
EXPERIENCE;EconomicOperands;9
EXPERIENCED SHIFTS;EconomicOperands;1
EXPERIENCES;EconomicOperands;2
EXPERIENCING;EconomicOperands;1
EXPERT;EconomicOperands;1
EXPERT WITNESS;EconomicOperands;5
EXPERTISE;EconomicOperands;18
EXPERTS;EconomicOperands;9
EXPIRATION;EconomicOperands;29
EXPIRE;EconomicOperands;7
EXPIRED;EconomicOperands;9
EXPLAIN;EconomicOperands;3
EXPLAINING;EconomicOperands;1
EXPLAINS;EconomicOperands;1
EXPLANATION;EconomicOperands;37
EXPLANATIONS;EconomicOperands;1
EXPLANATORY;EconomicOperands;1
EXPLICIT;EconomicOperands;2
EXPLICITLY;EconomicOperands;2
EXPLOITATION;EconomicOperands;3
EXPLORATION;EconomicOperands;1
EXPORT;EconomicOperands;3
EXPOSED;EconomicOperands;2
EXPOSURE;EconomicOperands;14
EXPOSURES;EconomicOperands;17
EXPRESS;EconomicOperands;3
EXPRESSED;EconomicOperands;7
EXTEND;EconomicOperands;37
EXTENDED;EconomicOperands;26
EXTENDING;EconomicOperands;9
EXTENDS;EconomicOperands;7
EXTENSION;EconomicOperands;66
EXTENSIONS;EconomicOperands;9
EXTENSIVE;EconomicOperands;1
EXTENT;EconomicOperands;109
EXTERNAL;EconomicOperands;3
EXTERNAL AUDIT FINDING;EconomicOperands;6
EXTERNAL AUDIT FINDINGS;EconomicOperands;1
EXTERNAL AUDIT FINDINGS SELF-REPORTED ERRORS;EconomicOperands;1
EXTERNALLY;EconomicOperands;4
EXTINGUISHING;EconomicOperands;4
EXTORT;EconomicOperands;3
EXTORTS;EconomicOperands;1
EXTRACTION;EconomicOperands;1
EXTRACTS;EconomicOperands;1
EXTRATERRITORIAL;EconomicOperands;7
EXTREME;EconomicOperands;3
EXTRINSIC;EconomicOperands;1
FACE;EconomicOperands;4
FACED;EconomicOperands;2
FACILITATE;EconomicOperands;48
FACILITATES;EconomicOperands;12
FACILITATING;EconomicOperands;8
FACILITIES;EconomicOperands;40
FACILITY;EconomicOperands;81
FACING;EconomicOperands;2
FACSIMILE;EconomicOperands;3
FACT;EconomicOperands;11
FACTOR;EconomicOperands;11
FACTORS;EconomicOperands;58
FACTORY;EconomicOperands;1
FACTS;EconomicOperands;16
