key;category;id_key;id_category;category_count;total_count;_duplicate
"Election";"EconomicOperands";1799;2;97973;5;1
"Electronic";"EconomicOperands";1800;2;97973;5;1
"Eligible";"EconomicOperands";1801;2;97973;6;1
"Eliminating";"EconomicOperands";1802;2;97973;1;1
"Elimination";"EconomicOperands";1803;2;97973;4;1
"Emergency";"EconomicOperands";1804;2;97973;14;1
"Employee";"EconomicOperands";1805;2;97973;6;1
"Employees";"EconomicOperands";1806;2;97973;25;1
"Employer";"EconomicOperands";1807;2;97973;3;1
"Employers";"EconomicOperands";1808;2;97973;2;1
"Endowment";"EconomicOperands";1809;2;97973;2;1
"Energy";"EconomicOperands";1810;2;97973;6;1
"Enforcement";"EconomicOperands";1811;2;97973;55;1
"Enforcing";"RegulatoryOperators";1812;7;9226;1;1
"Engaged";"EconomicOperands";1813;2;97973;1;1
"Enhanced";"EconomicOperands";1814;2;97973;10;1
"Enhancements";"EconomicOperands";1815;2;97973;1;1
"Enhancing";"EconomicOperands";1816;2;97973;1;1
"Entering";"EconomicOperands";1817;2;97973;2;1
"Entity";"EconomicOperands";1818;2;97973;19;1
"Environmental";"EconomicOperands";1819;2;97973;1;1
"Equitable";"Attributes";1820;1;4156;5;1
"Equity";"EconomicOperands";1821;2;97973;1;1
"Error";"EconomicOperands";1822;2;97973;1;1
"Establish";"RegulatoryOperators";1823;7;9226;1;1
"Established";"RegulatoryOperators";1824;7;9226;1;1
"Establishment";"RegulatoryOperators";1825;7;9226;32;1
"Ethics";"EconomicOperands";1826;2;97973;1;1
"Europe";"EconomicOperands";1827;2;97973;4;1
"Evaluation";"EconomicOperands";1828;2;97973;2;1
"Event";"EconomicOperands";1829;2;97973;1;1
"Every";"FunctionWords";1830;3;106909;3;1
"Evidence";"EconomicOperands";1831;2;97973;3;1
"Examination";"EconomicOperands";1832;2;97973;23;1
"Examinations";"EconomicOperands";1833;2;97973;10;1
"Except";"LogicalConnectors";1834;5;35836;121;1
"Exception";"RegulatoryOperators";1835;7;9226;44;1
"Exceptions";"RegulatoryOperators";1836;7;9226;22;1
"Exchange";"EconomicOperands";1837;2;97973;5;1
"Excluded";"EconomicOperands";1838;2;97973;2;1
"Exclusion";"EconomicOperands";1839;2;97973;23;1
"Exclusions";"LogicalConnectors";1840;5;35836;8;1
"Exclusive";"EconomicOperands";1841;2;97973;4;1
"Execution";"EconomicOperands";1842;2;97973;1;1
"Exempt";"RegulatoryOperators";1843;7;9226;2;1
"Exempted";"RegulatoryOperators";1844;7;9226;2;1
"Exemption";"RegulatoryOperators";1845;7;9226;20;1
"Exemptions";"RegulatoryOperators";1846;7;9226;18;1
"Exercise";"EconomicOperands";1847;2;97973;1;1
"Existing";"EconomicOperands";1848;2;97973;14;1
"Expansion";"EconomicOperands";1849;2;97973;3;1
"Expedited";"EconomicOperands";1850;2;97973;4;1
"Expenses";"EconomicOperands";1851;2;97973;3;1
"Experts";"EconomicOperands";1852;2;97973;3;1
"Expiration";"EconomicOperands";1853;2;97973;6;1
"Explanation";"EconomicOperands";1854;2;97973;1;1
"Extended";"EconomicOperands";1855;2;97973;1;1
"Extension";"EconomicOperands";1856;2;97973;12;1
"Extensions";"EconomicOperands";1857;2;97973;2;1
"Extraterritorial";"EconomicOperands";1858;2;97973;4;1
"F";"LegalReferences";1859;4;10729;14;1
"FACA";"LegalReferences";1860;4;10729;2;1
"FDIC";"EconomicOperands";1861;2;97973;3;1
"FERC";"EconomicOperands";1862;2;97973;1;1
"FOIA";"EconomicOperands";1863;2;97973;2;1
"FSLIC";"EconomicOperands";1864;2;97973;2;1
"Facility";"EconomicOperands";1865;2;97973;12;1
"Factors";"EconomicOperands";1866;2;97973;5;1
"Failure";"EconomicOperands";1867;2;97973;7;1
"Fair";"EconomicOperands";1868;2;97973;14;1
"Federal";"EconomicOperands";1869;2;97973;578;1
"Federally";"EconomicOperands";1870;2;97973;4;1
"Fee";"EconomicOperands";1871;2;97973;5;1
"Fees";"EconomicOperands";1872;2;97973;8;1
"Fellow";"EconomicOperands";1873;2;97973;1;1
"Fiduciary";"EconomicOperands";1874;2;97973;1;1
"Filing";"Other";1875;6;9529;4;1
"Final";"EconomicOperands";1876;2;97973;2;1
"Finance";"EconomicOperands";1877;2;97973;42;1
"Financial";"EconomicOperands";1878;2;97973;41;1
"Finding";"EconomicOperands";1879;2;97973;2;1
"Findings";"EconomicOperands";1880;2;97973;5;1
"Fines";"EconomicOperands";1881;2;97973;3;1
"First";"LogicalConnectors";1882;5;35836;3;1
"Fitness";"EconomicOperands";1883;2;97973;1;1
"Floor";"EconomicOperands";1884;2;97973;1;1
"Focus";"EconomicOperands";1885;2;97973;1;1
"Following";"FunctionWords";1886;3;106909;5;1
"For";"LogicalConnectors";1887;5;35836;234;1
"Foreclosure";"EconomicOperands";1888;2;97973;2;1
"Foreign";"EconomicOperands";1889;2;97973;11;1
"Forestry";"EconomicOperands";1890;2;97973;5;1
"Form";"EconomicOperands";1891;2;97973;9;1
"Format";"EconomicOperands";1892;2;97973;4;1
"Forum";"EconomicOperands";1893;2;97973;1;1
"Fraud";"EconomicOperands";1894;2;97973;5;1
"Fraudulent";"EconomicOperands";1895;2;97973;1;1
"Free";"EconomicOperands";1896;2;97973;2;1
"Frequency";"EconomicOperands";1897;2;97973;2;1
"Functions";"EconomicOperands";1898;2;97973;6;1
"Fund";"EconomicOperands";1899;2;97973;163;1
"Fund)";"EconomicOperands";1900;2;97973;5;1
"Funding";"EconomicOperands";1901;2;97973;18;1
"Funds";"EconomicOperands";1902;2;97973;12;1
"Further";"LogicalConnectors";1903;5;35836;8;1
"Futures";"EconomicOperands";1904;2;97973;1;1
"G";"EconomicOperands";1905;2;97973;4;1
"GAO";"EconomicOperands";1906;2;97973;12;1
"Gathering";"EconomicOperands";1907;2;97973;1;1
"General";"FunctionWords";1908;3;106909;212;1
"General)";"EconomicOperands";1909;2;97973;2;1
"Generally";"FunctionWords";1910;3;106909;1;1
"Global";"EconomicOperands";1911;2;97973;3;1
"Goal";"EconomicOperands";1912;2;97973;1;1
"Goals";"EconomicOperands";1913;2;97973;1;1
"Governance";"EconomicOperands";1914;2;97973;7;1
"Government";"EconomicOperands";1915;2;97973;78;1
"Governmental";"EconomicOperands";1916;2;97973;6;1
"Governors";"EconomicOperands";1917;2;97973;595;1
"Governors)";"EconomicOperands";1918;2;97973;2;1
"Grandfather";"LegalReferences";1919;4;10729;1;1
"Grandfathered";"EconomicOperands";1920;2;97973;1;1
"Grant";"EconomicOperands";1921;2;97973;1;1
"Grants";"EconomicOperands";1922;2;97973;7;1
"Greater";"LogicalConnectors";1923;5;35836;1;1
"Grounds";"EconomicOperands";1924;2;97973;2;1
"Group";"EconomicOperands";1925;2;97973;12;1
"Groups";"EconomicOperands";1926;2;97973;1;1
"Guam";"EconomicOperands";1927;2;97973;5;1
"Guarantee";"EconomicOperands";1928;2;97973;1;1
"Guaranty";"EconomicOperands";1929;2;97973;1;1
"Guidance";"EconomicOperands";1930;2;97973;1;1
"Guidelines";"EconomicOperands";1931;2;97973;5;1
"H";"LegalReferences";1932;4;10729;4;1
"Harmonization";"EconomicOperands";1933;2;97973;3;1
"Hart-Scott-Rodino";"LegalReferences";1934;4;10729;2;1
"Having";"FunctionWords";1935;3;106909;1;1
"Health";"EconomicOperands";1936;2;97973;17;1
"Hearing";"EconomicOperands";1937;2;97973;4;1
"Hearings";"EconomicOperands";1938;2;97973;1;1
"Hedging";"EconomicOperands";1939;2;97973;1;1
"Holding";"EconomicOperands";1940;2;97973;1;1
"Home";"EconomicOperands";1941;2;97973;28;1
"House";"EconomicOperands";1942;2;97973;1;1
"Houses";"EconomicOperands";1943;2;97973;3;1
"Housing";"EconomicOperands";1944;2;97973;165;1
"How";"FunctionWords";1945;3;106909;4;1
"Human";"EconomicOperands";1946;2;97973;3;1
"I";"FunctionWords";1947;3;106909;24;1
"II";"LegalReferences";1948;4;10729;15;1
"II)";"LegalReferences";1949;4;10729;1;1
"III";"LegalReferences";1950;4;10729;6;1
"IV";"LegalReferences";1951;4;10729;3;1
"Identical";"Attributes";1952;1;4156;2;1
"Identification";"EconomicOperands";1953;2;97973;4;1
"Identified";"FunctionWords";1954;3;106909;7;1
"Identifying";"EconomicOperands";1955;2;97973;6;1
"If";"LogicalConnectors";1956;5;35836;150;1
"Imminent";"Attributes";1957;1;4156;1;1
"Imparting";"EconomicOperands";1958;2;97973;1;1
"Implementation";"EconomicOperands";1959;2;97973;8;1
"Implementing";"RegulatoryOperators";1960;7;9226;3;1
"Important";"EconomicOperands";1961;2;97973;1;1
"Imposition";"EconomicOperands";1962;2;97973;1;1
"Improvements";"EconomicOperands";1963;2;97973;5;1
"Improving";"EconomicOperands";1964;2;97973;2;1
"In";"FunctionWords";1965;3;106909;238;1
"Incidental";"EconomicOperands";1966;2;97973;3;1
"Included";"EconomicOperands";1967;2;97973;2;1
"Inclusion";"LogicalConnectors";1968;5;35836;10;1
"Income";"EconomicOperands";1969;2;97973;1;1
"Incorporated";"EconomicOperands";1970;2;97973;2;1
"Increase";"EconomicOperands";1971;2;97973;3;1
"Increasing";"EconomicOperands";1972;2;97973;6;1
"Independence";"EconomicOperands";1973;2;97973;7;1
"Independent";"EconomicOperands";1974;2;97973;2;1
"Index";"EconomicOperands";1975;2;97973;3;1
"Individual";"EconomicOperands";1976;2;97973;1;1
"Inflation";"EconomicOperands";1977;2;97973;2;1
"Information";"EconomicOperands";1978;2;97973;21;1
"Information-sharing";"EconomicOperands";1979;2;97973;2;1
"Initial";"EconomicOperands";1980;2;97973;5;1
"Initiation";"EconomicOperands";1981;2;97973;4;1
"Initiative";"EconomicOperands";1982;2;97973;1;1
"Innovation";"EconomicOperands";1983;2;97973;1;1
"Insolvency";"EconomicOperands";1984;2;97973;1;1
"Inspection";"EconomicOperands";1985;2;97973;6;1
"Inspections";"EconomicOperands";1986;2;97973;6;1
"Inspector";"EconomicOperands";1987;2;97973;55;1
"Inspectors";"EconomicOperands";1988;2;97973;20;1
"Institute";"EconomicOperands";1989;2;97973;5;1
"Institution";"EconomicOperands";1990;2;97973;3;1
"Institutions";"EconomicOperands";1991;2;97973;10;1
"Insufficiency";"EconomicOperands";1992;2;97973;1;1
"Insurance";"EconomicOperands";1993;2;97973;60;1
"Insurer";"EconomicOperands";1994;2;97973;1;1
"Insurers";"EconomicOperands";1995;2;97973;2;1
"Interest";"EconomicOperands";1996;2;97973;4;1
"Interests";"EconomicOperands";1997;2;97973;1;1
"Interim";"EconomicOperands";1998;2;97973;5;1
"Intermediate";"EconomicOperands";1999;2;97973;2;1
"Internal";"EconomicOperands";2000;2;97973;8;1
"International";"EconomicOperands";2001;2;97973;12;1
"Internet";"EconomicOperands";2002;2;97973;15;1
"Interstate";"EconomicOperands";2003;2;97973;2;1
"Invalid";"Attributes";2004;1;4156;1;1
"Investigation";"EconomicOperands";2005;2;97973;1;1
"Investigations";"EconomicOperands";2006;2;97973;2;1
"Investigative";"EconomicOperands";2007;2;97973;1;1
"Investment";"EconomicOperands";2008;2;97973;5;1
"Investments";"EconomicOperands";2009;2;97973;10;1
"Investor";"EconomicOperands";2010;2;97973;32;1
"Islands";"EconomicOperands";2011;2;97973;9;1
"Issuance";"EconomicOperands";2012;2;97973;3;1
"Issuer";"EconomicOperands";2013;2;97973;1;1
"Issues";"EconomicOperands";2014;2;97973;6;1
"It";"FunctionWords";2015;3;106909;38;1
"January";"Attributes";2016;1;4156;2;1
"Joint";"EconomicOperands";2017;2;97973;5;1
"Judge";"EconomicOperands";2018;2;97973;2;1
"Judicial";"EconomicOperands";2019;2;97973;5;1
"Judiciary";"EconomicOperands";2020;2;97973;7;1
"Jurisdiction";"EconomicOperands";2021;2;97973;7;1
"Justice";"EconomicOperands";2022;2;97973;8;1
"Knowing";"EconomicOperands";2023;2;97973;2;1
"Labor";"EconomicOperands";2024;2;97973;4;1
"Large";"EconomicOperands";2025;2;97973;3;1
"Law";"EconomicOperands";2026;2;97973;22;1
"Lawful";"EconomicOperands";2027;2;97973;1;1
"Leadership";"EconomicOperands";2028;2;97973;1;1
"Leases";"EconomicOperands";2029;2;97973;2;1
"Legal";"EconomicOperands";2030;2;97973;6;1
"Legislation";"EconomicOperands";2031;2;97973;1;1
"Lending";"EconomicOperands";2032;2;97973;79;1
"Level";"EconomicOperands";2033;2;97973;2;1
"Leverage";"EconomicOperands";2034;2;97973;2;1
"Liability";"EconomicOperands";2035;2;97973;6;1
"Life";"EconomicOperands";2036;2;97973;11;1
"Limit";"EconomicOperands";2037;2;97973;1;1
"Limitation";"EconomicOperands";2038;2;97973;51;1
"Limitations";"RegulatoryOperators";2039;7;9226;16;1
"Limited";"EconomicOperands";2040;2;97973;9;1
"Linked";"EconomicOperands";2041;2;97973;1;1
"Liquidation";"EconomicOperands";2042;2;97973;6;1
"Listing";"EconomicOperands";2043;2;97973;2;1
"Literacy";"EconomicOperands";2044;2;97973;9;1
"Litigation";"EconomicOperands";2045;2;97973;1;1
"Loan";"EconomicOperands";2046;2;97973;20;1
"Loans";"EconomicOperands";2047;2;97973;1;1
"Location";"EconomicOperands";2048;2;97973;1;1
"Long";"EconomicOperands";2049;2;97973;4;1
"Look-back";"EconomicOperands";2050;2;97973;1;1
"Losses";"EconomicOperands";2051;2;97973;2;1
"Low-Income";"EconomicOperands";2052;2;97973;1;1
"Mae";"EconomicOperands";2053;2;97973;13;1
"Mae)";"EconomicOperands";2054;2;97973;2;1
"Maes";"EconomicOperands";2055;2;97973;2;1
"Maintenance";"EconomicOperands";2056;2;97973;2;1
"Majority";"EconomicOperands";2057;2;97973;1;1
"Making";"FunctionWords";2058;3;106909;4;1
"Management";"EconomicOperands";2059;2;97973;33;1
"Management)";"EconomicOperands";2060;2;97973;5;1
"Manager";"EconomicOperands";2061;2;97973;1;1
"Mandatory";"EconomicOperands";2062;2;97973;6;1
"Manipulations";"EconomicOperands";2063;2;97973;1;1
"Manner";"Other";2064;6;9529;1;1
"Manufactured";"EconomicOperands";2065;2;97973;1;1
"Margin";"EconomicOperands";2066;2;97973;4;1
"Markets";"EconomicOperands";2067;2;97973;6;1
"Matching";"EconomicOperands";2068;2;97973;1;1
"Material";"EconomicOperands";2069;2;97973;3;1
"Maximum";"Attributes";2070;1;4156;6;1
"May";"FunctionWords";2071;3;106909;11;1
"Means";"EconomicOperands";2072;2;97973;4;1
"Measure";"EconomicOperands";2073;2;97973;3;1
"Measurement";"EconomicOperands";2074;2;97973;1;1
"Meetings";"EconomicOperands";2075;2;97973;4;1
"Member";"EconomicOperands";2076;2;97973;17;1
"Members";"EconomicOperands";2077;2;97973;11;1
"Membership";"EconomicOperands";2078;2;97973;6;1
"Memorandum";"LegalReferences";2079;4;10729;1;1
"Merger";"EconomicOperands";2080;2;97973;2;1
"Method";"EconomicOperands";2081;2;97973;1;1
"Methodology";"EconomicOperands";2082;2;97973;1;1
"Mine";"FunctionWords";2083;3;106909;6;1
"Minerals";"EconomicOperands";2084;2;97973;2;1
"Mines";"FunctionWords";2085;3;106909;2;1
"Minimum";"Attributes";2086;1;4156;8;1
"Minority";"EconomicOperands";2087;2;97973;10;1
"Mitigating";"EconomicOperands";2088;2;97973;1;1
"Mitigation";"EconomicOperands";2089;2;97973;4;1
"Mitigatory";"EconomicOperands";2090;2;97973;1;1
"Mixed";"EconomicOperands";2091;2;97973;3;1
"Model";"EconomicOperands";2092;2;97973;18;1
"Models";"EconomicOperands";2093;2;97973;1;1
"Modification";"EconomicOperands";2094;2;97973;5;1
"Modifications";"EconomicOperands";2095;2;97973;1;1
"Money";"EconomicOperands";2096;2;97973;4;1
"Monitoring";"EconomicOperands";2097;2;97973;7;1
"Moratorium";"Other";2098;6;9529;3;1
"Mortgage";"EconomicOperands";2099;2;97973;4;1
"Mortgages";"EconomicOperands";2100;2;97973;6;1
"Multilateral";"EconomicOperands";2101;2;97973;1;1
"Multiple";"EconomicOperands";2102;2;97973;3;1
"Municipal";"EconomicOperands";2103;2;97973;6;1
"NAIC";"EconomicOperands";2104;2;97973;14;1
"NASAA";"EconomicOperands";2105;2;97973;5;1
"National";"EconomicOperands";2106;2;97973;34;1
"Nationwide";"EconomicOperands";2107;2;97973;2;1
"Necessary";"Attributes";2108;1;4156;1;1
"Neither";"FunctionWords";2109;3;106909;2;1
"Net";"EconomicOperands";2110;2;97973;4;1
"New";"EconomicOperands";2111;2;97973;6;1
"No";"FunctionWords";2112;3;106909;158;1
"Nonadmitted";"EconomicOperands";2113;2;97973;2;1
"Nonapplicability";"Other";2114;6;9529;1;1
"Nonbank";"EconomicOperands";2115;2;97973;4;1
"Nondomiciliary";"EconomicOperands";2116;2;97973;1;1
"None";"FunctionWords";2117;3;106909;3;1
"Nonenforceability";"EconomicOperands";2118;2;97973;2;1
"Nonfinancial";"EconomicOperands";2119;2;97973;1;1
"Nonpublic";"EconomicOperands";2120;2;97973;1;1
"Not";"LogicalConnectors";2121;5;35836;8;1
"Nothing";"FunctionWords";2122;3;106909;83;1
"Notice";"EconomicOperands";2123;2;97973;45;1
"Notices";"EconomicOperands";2124;2;97973;1;1
"Notification";"EconomicOperands";2125;2;97973;10;1
"Notwithstanding";"LogicalConnectors";2126;5;35836;147;1
"OCC";"EconomicOperands";2127;2;97973;2;1
"OTS";"EconomicOperands";2128;2;97973;2;1
"Oath";"EconomicOperands";2129;2;97973;1;1
"Objection";"EconomicOperands";2130;2;97973;1;1
"Objections";"EconomicOperands";2131;2;97973;1;1
"Objectives";"EconomicOperands";2132;2;97973;2;1
"Obligation";"EconomicOperands";2133;2;97973;1;1
"Obligations";"EconomicOperands";2134;2;97973;2;1
"Of";"FunctionWords";2135;3;106909;2;1
"Offering";"EconomicOperands";2136;2;97973;1;1
"Office";"EconomicOperands";2137;2;97973;257;1
"Office)";"EconomicOperands";2138;2;97973;3;1
"Officer";"EconomicOperands";2139;2;97973;6;1
"Offices";"EconomicOperands";2140;2;97973;2;1
"Offset";"EconomicOperands";2141;2;97973;1;1
"On";"FunctionWords";2142;3;106909;11;1
"Once";"FunctionWords";2143;3;106909;1;1
"Ongoing";"EconomicOperands";2144;2;97973;1;1
"Only";"LogicalConnectors";2145;5;35836;3;1
"Open";"EconomicOperands";2146;2;97973;3;1
"Operating";"EconomicOperands";2147;2;97973;1;1
"Operation";"EconomicOperands";2148;2;97973;2;1
"Operations";"EconomicOperands";2149;2;97973;1;1
"Opinions";"EconomicOperands";2150;2;97973;1;1
"Opportunity";"EconomicOperands";2151;2;97973;7;1
"Option";"EconomicOperands";2152;2;97973;6;1
"Oral";"EconomicOperands";2153;2;97973;1;1
"Order";"EconomicOperands";2154;2;97973;2;1
"Orderly";"EconomicOperands";2155;2;97973;7;1
"Orders";"EconomicOperands";2156;2;97973;2;1
"Organization";"EconomicOperands";2157;2;97973;3;1
"Organizational";"EconomicOperands";2158;2;97973;1;1
"Organizing";"EconomicOperands";2159;2;97973;1;1
"Originators";"EconomicOperands";2160;2;97973;1;1
"Other";"FunctionWords";2161;3;106909;37;1
"Over-the-Counter";"EconomicOperands";2162;2;97973;1;1
"Overall";"LogicalConnectors";2163;5;35836;4;1
"Oversight";"EconomicOperands";2164;2;97973;16;1
"Owners";"EconomicOperands";2165;2;97973;7;1
"Ownership";"EconomicOperands";2166;2;97973;4;1
"Packers";"EconomicOperands";2167;2;97973;2;1
"Paper";"EconomicOperands";2168;2;97973;2;1
"Parent";"EconomicOperands";2169;2;97973;2;1
"Participant";"EconomicOperands";2170;2;97973;2;1
"Participation";"EconomicOperands";2171;2;97973;3;1
"Parties";"EconomicOperands";2172;2;97973;3;1
"Pay";"EconomicOperands";2173;2;97973;5;1
"Payment";"EconomicOperands";2174;2;97973;9;1
"Payments";"EconomicOperands";2175;2;97973;3;1
"Penalties";"EconomicOperands";2176;2;97973;5;1
"Penalty";"EconomicOperands";2177;2;97973;11;1
"Pension";"EconomicOperands";2178;2;97973;1;1
"Pensions";"EconomicOperands";2179;2;97973;3;1
"Performance";"EconomicOperands";2180;2;97973;1;1
"Period";"EconomicOperands";2181;2;97973;1;1
"Periodic";"Attributes";2182;1;4156;3;1
"Permanent";"EconomicOperands";2183;2;97973;3;1
"Permissible";"Attributes";2184;1;4156;3;1
"Permitted";"RegulatoryOperators";2185;7;9226;6;1
"Person";"EconomicOperands";2186;2;97973;6;1
"Personal";"EconomicOperands";2187;2;97973;2;1
"Personnel";"EconomicOperands";2188;2;97973;21;1
"Persons";"EconomicOperands";2189;2;97973;4;1
"Petition";"EconomicOperands";2190;2;97973;7;1
"Physical";"EconomicOperands";2191;2;97973;1;1
"Placement";"EconomicOperands";2192;2;97973;1;1
"Plan";"EconomicOperands";2193;2;97973;35;1
"Plan)";"EconomicOperands";2194;2;97973;4;1
"Planning";"EconomicOperands";2195;2;97973;3;1
"Planning)";"EconomicOperands";2196;2;97973;1;1
"Plans";"EconomicOperands";2197;2;97973;2;1
"Policies";"EconomicOperands";2198;2;97973;1;1
"Policy";"EconomicOperands";2199;2;97973;3;1
"Portfolio";"EconomicOperands";2200;2;97973;2;1
"Position";"EconomicOperands";2201;2;97973;9;1
"Powers";"EconomicOperands";2202;2;97973;10;1
"Practice";"EconomicOperands";2203;2;97973;7;1
"Practices";"EconomicOperands";2204;2;97973;1;1
"Preemption";"EconomicOperands";2205;2;97973;4;1
"Preparation";"EconomicOperands";2206;2;97973;1;1
"President";"EconomicOperands";2207;2;97973;37;1
"President)";"EconomicOperands";2208;2;97973;4;1
"Presidents";"EconomicOperands";2209;2;97973;1;1
"Presumption";"EconomicOperands";2210;2;97973;2;1
"Prevention";"EconomicOperands";2211;2;97973;4;1
"Price";"EconomicOperands";2212;2;97973;4;1
"Primary";"EconomicOperands";2213;2;97973;2;1
"Principles";"EconomicOperands";2214;2;97973;1;1
"Prior";"EconomicOperands";2215;2;97973;9;1
"Priorities";"EconomicOperands";2216;2;97973;1;1
"Privacy";"EconomicOperands";2217;2;97973;2;1
"Private";"EconomicOperands";2218;2;97973;1;1
"Privilege";"EconomicOperands";2219;2;97973;1;1
"Procedural";"EconomicOperands";2220;2;97973;1;1
"Procedure";"EconomicOperands";2221;2;97973;14;1
"Procedures";"EconomicOperands";2222;2;97973;9;1
"Proceedings";"EconomicOperands";2223;2;97973;1;1
"Proceeds";"EconomicOperands";2224;2;97973;1;1
"Process";"EconomicOperands";2225;2;97973;2;1
"Procurement";"EconomicOperands";2226;2;97973;1;1
"Production";"EconomicOperands";2227;2;97973;5;1
"Professional";"EconomicOperands";2228;2;97973;15;1
"Program";"EconomicOperands";2229;2;97973;36;1
"Programs";"EconomicOperands";2230;2;97973;1;1
"Prohibited";"EconomicOperands";2231;2;97973;3;1
"Prohibiting";"RegulatoryOperators";2232;7;9226;1;1
"Prohibition";"RegulatoryOperators";2233;7;9226;35;1
"Prohibitions";"RegulatoryOperators";2234;7;9226;6;1
"Prompt";"Attributes";2235;1;4156;2;1
"Property";"EconomicOperands";2236;2;97973;8;1
"Proposed";"EconomicOperands";2237;2;97973;2;1
"Proprietary";"EconomicOperands";2238;2;97973;1;1
"Prosecution";"EconomicOperands";2239;2;97973;1;1
"Prospective";"Other";2240;6;9529;3;1
"Protecting";"EconomicOperands";2241;2;97973;3;1
"Protection";"EconomicOperands";2242;2;97973;129;1
"Provide";"EconomicOperands";2243;2;97973;1;1
"Provided";"LogicalConnectors";2244;5;35836;1;1
"Providers";"EconomicOperands";2245;2;97973;1;1
"Providing";"EconomicOperands";2246;2;97973;5;1
"Provision";"EconomicOperands";2247;2;97973;7;1
"Provisions";"EconomicOperands";2248;2;97973;8;1
"Public";"EconomicOperands";2249;2;97973;36;1
"Publication";"EconomicOperands";2250;2;97973;11;1
"Purpose";"EconomicOperands";2251;2;97973;18;1
"Purposes";"EconomicOperands";2252;2;97973;5;1
"Qualified";"EconomicOperands";2253;2;97973;2;1
"Quantitative";"EconomicOperands";2254;2;97973;1;1
"Questions";"EconomicOperands";2255;2;97973;1;1
"Reasonable";"Attributes";2256;1;4156;12;1
"Receipt";"EconomicOperands";2257;2;97973;1;1
"Receiver";"EconomicOperands";2258;2;97973;1;1
"Receivership";"EconomicOperands";2259;2;97973;1;1
"Recognition";"EconomicOperands";2260;2;97973;1;1
"Recommendation";"EconomicOperands";2261;2;97973;4;1
"Recommendations";"RegulatoryOperators";2262;7;9226;6;1
"Recommended";"EconomicOperands";2263;2;97973;2;1
"Record";"EconomicOperands";2264;2;97973;1;1
"Recordkeeping";"EconomicOperands";2265;2;97973;9;1
"Records";"EconomicOperands";2266;2;97973;9;1
"Recovery";"EconomicOperands";2267;2;97973;14;1
"Recruitment";"EconomicOperands";2268;2;97973;2;1
"Reducing";"EconomicOperands";2269;2;97973;1;1
"Reevaluation";"EconomicOperands";2270;2;97973;1;1
"References";"EconomicOperands";2271;2;97973;2;1
"Referral";"EconomicOperands";2272;2;97973;7;1
"Referrals";"EconomicOperands";2273;2;97973;3;1
"Reform";"EconomicOperands";2274;2;97973;3;1
"Reforms";"EconomicOperands";2275;2;97973;1;1
"Refusal";"EconomicOperands";2276;2;97973;2;1
"Regional";"EconomicOperands";2277;2;97973;1;1
"Register";"EconomicOperands";2278;2;97973;26;1
"Registered";"EconomicOperands";2279;2;97973;4;1
"Registration";"EconomicOperands";2280;2;97973;35;1
"Registry";"EconomicOperands";2281;2;97973;7;1
"Regular";"EconomicOperands";2282;2;97973;3;1
"Regulation";"EconomicOperands";2283;2;97973;9;1
"Regulations";"EconomicOperands";2284;2;97973;53;1
"Regulations)";"LegalReferences";2285;4;10729;1;1
"Regulatory";"EconomicOperands";2286;2;97973;8;1
"Reimbursement";"EconomicOperands";2287;2;97973;2;1
"Reimbursements";"EconomicOperands";2288;2;97973;6;1
"Reinsurance";"EconomicOperands";2289;2;97973;3;1
"Reinsurer";"EconomicOperands";2290;2;97973;1;1
"Relief";"EconomicOperands";2291;2;97973;8;1
"Remediation";"EconomicOperands";2292;2;97973;1;1
"Remedies";"EconomicOperands";2293;2;97973;2;1
"Reorganization";"EconomicOperands";2294;2;97973;2;1
"Repeal";"EconomicOperands";2295;2;97973;5;1
"Repeals";"EconomicOperands";2296;2;97973;1;1
"Report";"EconomicOperands";2297;2;97973;89;1
"Reporting";"EconomicOperands";2298;2;97973;28;1
"Reports";"EconomicOperands";2299;2;97973;37;1
"Representation";"EconomicOperands";2300;2;97973;3;1
"Representations";"EconomicOperands";2301;2;97973;1;1
"Representative";"EconomicOperands";2302;2;97973;6;1
"Representatives";"EconomicOperands";2303;2;97973;122;1
"Request";"EconomicOperands";2304;2;97973;8;1
"Requests";"EconomicOperands";2305;2;97973;5;1
"Required";"RegulatoryOperators";2306;7;9226;19;1
"Requirement";"EconomicOperands";2307;2;97973;16;1
"Requirements";"EconomicOperands";2308;2;97973;37;1
"Requiring";"RegulatoryOperators";2309;7;9226;1;1
"Rescission";"EconomicOperands";2310;2;97973;1;1
"Research";"EconomicOperands";2311;2;97973;34;1
"Reserve";"EconomicOperands";2312;2;97973;107;1
"Resolution";"EconomicOperands";2313;2;97973;27;1
"Resource";"EconomicOperands";2314;2;97973;2;1
"Response";"EconomicOperands";2315;2;97973;3;1
"Responses";"EconomicOperands";2316;2;97973;1;1
"Responsibilities";"EconomicOperands";2317;2;97973;4;1
"Restitution";"EconomicOperands";2318;2;97973;1;1
"Restriction";"RegulatoryOperators";2319;7;9226;3;1
"Restrictions";"RegulatoryOperators";2320;7;9226;2;1
"Restructuring";"EconomicOperands";2321;2;97973;1;1
"Result";"EconomicOperands";2322;2;97973;1;1
"Retail";"EconomicOperands";2323;2;97973;3;1
"Retention";"EconomicOperands";2324;2;97973;6;1
"Retirement";"EconomicOperands";2325;2;97973;12;1
"Return";"EconomicOperands";2326;2;97973;2;1
"Review";"EconomicOperands";2327;2;97973;25;1
